Total networks: 24560
Total scanned IPs: 52917
Cidr IPs-in-cidr
111.255.0.0/16 2
185.64.216.0/22 1
36.80.112.0/20 2
203.124.45.0/24 1
202.12.108.0/24 1
113.162.48.0/20 1
195.242.154.0/23 1
195.7.224.0/19 1
195.83.0.0/16 2
82.222.184.0/21 1
85.190.128.0/19 1
162.242.160.0/19 1
134.119.192.0/19 1
104.248.108.0/22 1
85.91.192.0/19 1
104.83.6.0/23 1
176.120.120.0/21 1
213.205.0.0/18 1
61.94.92.0/23 1
78.48.0.0/13 1
180.246.106.0/23 1
111.243.0.0/16 1
104.154.96.0/19 1
156.205.192.0/18 1
129.144.0.0/16 1
196.16.212.0/22 1
23.201.192.0/20 1
107.150.65.0/24 1
200.116.0.0/16 1
140.96.192.0/19 1
95.100.128.0/20 3
37.251.255.0/24 1
184.51.80.0/22 1
160.17.0.0/17 2
207.253.0.0/16 1
80.72.76.0/22 1
109.203.109.0/24 1
91.220.179.0/24 1
103.232.1.0/24 1
104.85.250.0/23 1
72.27.220.0/24 1
200.144.254.0/23 1
83.167.160.0/19 1
223.197.192.0/19 1
50.118.144.0/20 3
180.249.216.0/23 1
91.119.0.0/16 1
106.96.0.0/18 1
184.28.205.0/24 1
172.106.192.0/23 1
23.15.128.0/23 1
96.6.20.0/23 2
14.235.16.0/20 1
14.181.240.0/20 1
45.126.181.0/24 1
108.182.0.0/16 1
112.78.112.0/20 1
65.29.96.0/19 1
83.211.0.0/16 2
104.79.240.0/20 2
113.136.0.0/13 1
173.223.132.0/22 2
23.217.184.0/22 2
202.213.192.0/18 1
85.95.234.0/24 1
103.10.37.0/24 1
182.54.176.0/20 1
172.84.64.0/23 1
199.168.96.0/21 1
154.92.15.0/24 1
89.155.0.0/18 1
213.32.248.0/22 1
118.215.112.0/21 1
109.165.0.0/18 1
151.106.200.0/24 1
118.96.36.0/22 2
117.48.144.0/22 1
154.211.45.0/24 1
5.104.104.0/21 1
149.248.0.0/19 2
110.173.224.0/22 1
134.73.202.0/24 1
31.24.128.0/21 1
94.109.0.0/16 1
178.57.218.0/23 2
184.29.52.0/24 1
77.109.112.0/20 1
173.232.132.0/22 1
209.164.0.0/19 1
37.77.101.0/24 1
203.124.112.0/22 1
43.225.124.0/22 1
115.220.0.0/20 1
103.228.60.0/22 1
64.105.120.0/21 1
167.57.64.0/20 1
14.232.16.0/20 1
85.93.144.0/20 1
23.108.180.0/22 3
156.0.79.0/24 1
81.248.16.0/20 1
124.96.0.0/13 2
185.224.80.0/22 1
23.62.160.0/20 1
23.65.16.0/22 1
142.34.241.0/24 2
23.214.104.0/23 1
187.206.192.0/21 1
103.74.71.0/24 1
192.71.62.0/23 1
23.41.216.0/21 2
103.136.212.0/24 1
173.249.22.0/23 1
59.32.0.0/13 2
211.1.224.0/20 1
200.194.96.0/21 1
186.251.144.0/24 1
84.20.184.0/22 1
170.158.44.0/24 1
78.128.44.0/24 1
58.64.193.0/24 1
209.237.176.0/22 1
23.203.240.0/22 1
46.223.0.0/17 1
165.84.236.0/24 1
209.18.112.0/22 1
201.231.0.0/19 1
185.78.20.0/24 1
103.44.146.0/23 1
124.32.0.0/14 1
85.13.143.0/24 1
67.55.96.0/19 2
13.32.0.0/21 2
190.16.192.0/19 1
23.193.96.0/20 1
180.247.152.0/22 1
116.214.16.0/21 1
103.204.108.0/22 2
162.255.248.0/21 1
178.151.34.0/24 1
64.121.0.0/16 2
160.153.192.0/22 1
220.66.102.0/23 1
87.255.132.0/22 2
187.168.144.0/20 1
170.158.158.0/24 1
200.41.96.0/20 1
222.124.48.0/22 1
209.221.212.0/24 1
213.138.16.0/20 1
87.255.64.0/19 1
27.16.0.0/12 1
59.181.128.0/20 1
64.37.192.0/18 3
61.252.16.0/20 1
160.80.0.0/16 1
95.170.64.0/19 1
168.235.80.0/22 1
5.139.160.0/19 1
104.247.216.0/21 1
72.10.48.0/21 1
178.57.0.0/19 1
142.114.0.0/16 1
70.168.0.0/20 2
81.15.208.0/24 1
103.249.196.0/22 1
96.7.16.0/20 4
154.148.0.0/16 1
142.234.40.0/21 2
23.221.20.0/23 1
23.215.224.0/20 1
69.196.76.0/22 2
61.4.224.0/19 1
85.173.80.0/22 1
91.220.196.0/24 1
185.183.222.0/24 1
85.98.208.0/23 1
85.154.160.0/21 1
181.165.96.0/19 1
200.155.96.0/21 1
103.240.252.0/22 1
195.178.102.0/23 1
45.135.248.0/22 1
45.16.0.0/12 2
41.215.144.0/20 1
103.20.126.0/23 1
13.224.32.0/21 1
177.155.136.0/22 1
173.201.60.0/22 2
198.37.108.0/24 2
189.206.128.0/17 1
104.93.0.0/22 1
66.71.128.0/18 1
161.47.64.0/18 1
31.135.64.0/21 2
218.214.240.0/20 1
23.66.116.0/22 1
140.249.64.0/19 1
199.91.252.0/22 1
216.184.40.0/21 1
196.34.0.0/15 2
35.187.160.0/19 1
45.60.12.0/24 1
23.63.108.0/22 1
46.30.232.0/21 1
185.70.86.0/24 1
157.192.0.0/16 1
104.130.192.0/19 1
61.213.48.0/20 1
207.127.96.0/22 1
95.173.128.0/22 1
68.169.128.0/18 1
185.120.172.0/22 1
198.41.208.0/23 1
23.228.89.0/24 1
93.93.240.0/22 2
203.129.213.0/24 1
154.94.246.0/24 1
139.28.217.0/24 1
184.84.212.0/22 1
146.66.115.0/24 1
91.209.117.0/24 1
185.110.133.0/24 1
146.255.36.0/22 1
190.253.64.0/20 1
195.149.224.0/21 1
170.130.112.0/22 1
213.189.211.0/24 1
47.204.0.0/16 1
103.101.224.0/23 1
122.129.240.0/22 1
37.9.224.0/20 1
58.96.32.0/19 1
45.60.47.0/24 1
150.99.0.0/16 1
198.17.95.0/24 1
104.227.116.0/22 2
134.117.0.0/16 1
23.235.194.0/23 1
199.120.239.0/24 1
80.29.0.0/16 2
23.13.96.0/20 3
70.77.248.0/22 1
184.168.204.0/22 1
5.181.254.0/23 1
189.186.248.0/21 1
81.110.0.0/15 1
67.216.144.0/21 2
211.53.0.0/16 2
145.255.220.0/24 1
107.154.196.0/24 1
154.221.19.0/24 1
176.118.0.0/22 1
71.241.141.0/24 1
201.116.64.0/18 1
128.54.0.0/16 1
80.173.168.0/21 1
125.160.184.0/21 1
67.213.118.0/24 1
139.199.222.0/23 1
98.101.0.0/16 1
104.85.240.0/22 2
172.82.128.0/20 3
186.96.209.0/24 1
54.231.184.0/24 1
194.15.111.0/24 1
181.215.200.0/21 1
37.123.128.0/18 1
130.43.128.0/18 1
114.143.240.0/24 1
156.237.123.0/24 1
192.135.200.0/22 1
200.126.37.0/24 1
96.10.0.0/16 3
173.223.168.0/22 1
91.100.0.0/15 1
23.2.160.0/20 2
213.190.7.0/24 2
222.230.0.0/16 1
104.223.88.0/21 1
109.242.96.0/20 1
104.198.192.0/19 1
23.36.76.0/22 2
45.238.244.0/22 1
184.27.106.0/23 1
203.106.96.0/19 1
2.20.24.0/22 1
50.118.128.0/20 1
118.179.86.0/24 1
166.108.36.0/22 1
2.21.36.0/22 2
129.121.48.0/20 1
23.36.208.0/20 2
193.68.0.0/19 1
167.88.180.0/24 2
70.43.0.0/16 1
103.213.204.0/22 1
176.34.192.0/18 1
185.246.96.0/22 2
91.151.176.0/20 1
223.194.140.0/22 1
41.142.232.0/21 1
93.155.244.0/22 1
218.52.0.0/14 1
103.134.136.0/22 1
172.232.0.0/24 1
94.231.112.0/20 1
187.63.208.0/23 1
193.23.113.0/24 1
94.88.0.0/15 1
69.10.32.0/20 1
182.254.150.0/23 1
216.154.0.0/17 1
23.247.104.0/24 1
179.189.28.0/23 1
99.84.152.0/21 1
23.4.254.0/23 1
198.98.48.0/20 3
184.24.156.0/22 1
208.186.0.0/15 1
107.173.139.0/24 1
195.189.140.0/24 1
212.86.32.0/19 1
203.195.236.0/23 1
103.244.149.0/24 1
23.206.180.0/22 2
187.200.104.0/21 1
103.5.28.0/24 1
201.234.80.0/24 1
147.255.60.0/22 1
98.142.80.0/20 1
46.22.128.0/20 2
78.155.195.0/24 1
23.160.64.0/24 1
184.59.0.0/18 1
23.52.112.0/22 2
87.118.140.0/24 1
173.201.96.0/22 1
189.247.225.0/24 1
82.113.152.0/22 1
173.208.72.0/22 1
23.19.192.0/22 1
173.237.188.0/24 1
37.26.208.0/20 1
220.128.128.0/17 1
195.52.0.0/16 1
203.155.32.0/20 1
185.10.248.0/24 1
64.120.100.0/22 1
13.32.200.0/21 1
98.24.0.0/15 1
104.89.32.0/20 1
173.222.208.0/23 2
23.75.68.0/22 1
209.200.231.0/24 1
200.42.172.0/22 1
190.189.224.0/19 1
203.18.155.0/24 1
118.98.110.0/24 1
103.103.182.0/24 1
23.216.56.0/22 1
104.128.224.0/22 1
192.34.120.0/21 1
94.124.64.0/21 1
185.17.212.0/22 1
193.106.100.0/22 1
64.58.240.0/20 2
185.197.208.0/24 1
41.188.48.0/22 1
46.249.102.0/24 1
23.42.158.0/23 1
148.105.0.0/17 1
196.18.16.0/20 2
23.211.62.0/23 1
181.59.63.0/24 1
62.60.160.0/19 1
104.91.224.0/20 1
46.177.160.0/19 1
180.253.48.0/20 2
112.30.0.0/16 1
78.161.106.0/24 1
195.66.79.0/24 1
80.246.192.0/20 1
65.160.0.0/13 1
190.73.32.0/19 1
185.16.44.0/22 1
162.221.88.0/21 1
23.75.30.0/23 1
80.20.0.0/16 1
185.14.247.0/24 1
45.171.212.0/22 1
178.77.88.0/22 1
64.246.160.0/19 1
172.86.68.0/23 1
64.137.17.0/24 1
45.60.34.0/24 1
64.202.224.0/20 2
191.96.235.0/24 1
191.101.163.0/24 1
45.55.124.0/22 1
96.7.176.0/22 1
23.1.64.0/20 2
188.213.24.0/22 1
173.194.217.0/24 1
194.145.0.0/20 1
93.100.0.0/16 1
132.229.0.0/16 1
50.116.104.0/22 1
2.18.42.0/24 1
94.126.248.0/21 1
62.60.128.0/21 1
187.223.224.0/20 1
23.9.176.0/20 1
109.75.174.0/24 1
82.139.176.0/21 1
144.139.0.0/16 1
41.67.136.0/24 1
146.134.0.0/16 1
54.182.3.0/24 1
129.121.176.0/20 1
104.92.240.0/21 1
72.43.192.0/18 1
108.179.232.0/22 3
173.45.224.0/20 1
110.136.112.0/22 3
24.36.0.0/16 1
188.164.216.0/22 1
46.17.88.0/21 2
103.28.46.0/24 1
92.123.200.0/22 1
154.208.180.0/22 1
80.5.0.0/16 1
212.63.109.0/24 1
172.107.24.0/21 1
162.251.24.0/21 1
103.85.25.0/24 1
195.211.221.0/24 1
85.25.42.0/24 1
195.140.0.0/17 1
52.84.251.0/24 2
67.23.240.0/20 1
24.55.180.0/24 1
203.221.25.0/24 1
112.197.64.0/20 1
133.68.0.0/16 2
93.155.180.0/23 1
173.44.204.0/22 2
23.77.220.0/22 1
93.158.100.0/24 1
23.81.0.0/21 3
54.182.248.0/23 1
191.247.239.0/24 1
77.235.16.0/20 1
85.118.216.0/21 1
23.63.0.0/20 2
74.114.88.0/22 1
47.232.128.0/17 2
151.32.0.0/16 1
23.32.250.0/23 1
202.188.0.0/19 1
139.162.192.0/19 1
23.193.172.0/24 1
103.2.132.0/22 2
193.17.194.0/24 1
200.73.64.0/19 1
78.187.186.0/24 1
67.88.0.0/13 1
104.247.72.0/23 1
23.34.128.0/22 1
149.0.244.0/22 1
104.123.16.0/21 1
27.102.204.0/24 1
5.251.200.0/21 1
123.206.32.0/20 1
96.112.0.0/13 2
86.57.68.0/22 1
45.233.163.0/24 1
58.153.0.0/19 1
81.166.0.0/15 2
168.232.40.0/22 1
134.73.245.0/24 1
219.101.128.0/17 1
180.218.192.0/18 1
76.74.152.0/21 1
95.168.229.0/24 1
104.109.16.0/20 2
64.44.0.0/16 1
128.73.147.0/24 1
184.84.184.0/22 1
107.154.105.0/24 1
188.255.218.0/24 1
190.211.0.0/21 1
82.102.128.0/19 1
217.25.208.0/20 1
86.57.4.0/22 1
213.203.160.0/20 1
168.213.64.0/19 1
74.50.248.0/24 1
189.163.96.0/20 1
74.207.244.0/24 1
121.58.224.0/22 1
52.84.64.0/22 1
66.33.208.0/20 1
195.32.72.0/21 1
81.178.0.0/16 1
108.62.70.0/24 1
104.31.144.0/20 1
80.78.15.0/24 1
202.61.117.0/24 1
185.130.244.0/22 2
115.134.0.0/18 2
223.194.62.0/24 1
178.166.0.0/17 1
80.67.78.0/23 1
165.1.240.0/24 1
95.174.0.0/19 1
184.95.32.0/19 1
45.80.216.0/24 1
37.34.176.0/20 2
185.71.208.0/22 1
186.226.9.0/24 2
172.245.112.0/23 1
104.77.169.0/24 1
204.195.148.0/22 1
211.22.0.0/16 1
24.247.128.0/20 1
42.96.128.0/17 1
23.59.182.0/24 1
161.43.192.0/20 1
180.178.53.0/24 1
170.233.237.0/24 1
79.171.136.0/21 1
210.107.232.0/21 1
64.28.32.0/20 1
23.220.200.0/23 1
90.92.0.0/16 1
103.41.4.0/22 1
75.126.112.0/20 2
77.62.0.0/15 1
23.215.222.0/23 1
192.200.200.0/24 1
125.74.0.0/15 1
190.190.96.0/19 1
37.195.0.0/16 1
201.251.64.0/18 1
31.210.83.0/24 1
189.199.126.0/24 1
190.235.192.0/20 1
173.222.250.0/23 1
203.189.106.0/24 1
201.146.72.0/21 1
82.119.96.0/20 1
154.91.92.0/24 1
173.199.70.0/23 1
148.234.0.0/20 1
185.22.82.0/24 1
209.160.32.0/20 1
49.98.28.0/23 1
199.168.92.0/22 1
103.118.220.0/22 2
156.237.42.0/24 1
46.40.0.0/18 1
130.184.0.0/16 1
216.24.240.0/20 3
209.50.56.0/22 2
64.138.144.0/22 1
81.62.128.0/17 2
184.29.6.0/23 2
134.119.125.0/24 1
45.133.86.0/24 1
88.218.101.0/24 1
106.51.64.0/19 1
118.214.80.0/20 1
193.9.32.0/22 2
92.123.209.0/24 1
194.58.118.0/24 1
131.180.0.0/16 1
178.161.128.0/17 1
68.183.144.0/20 1
61.7.170.0/24 1
36.37.74.0/24 1
67.207.68.0/22 1
119.235.130.0/24 1
69.85.64.0/20 1
89.212.0.0/18 1
198.143.38.0/24 1
182.16.85.0/24 1
91.218.16.0/22 1
97.64.52.0/22 2
209.107.249.0/24 1
91.117.128.0/18 1
46.18.192.0/24 1
184.31.80.0/20 2
93.189.100.0/23 1
112.28.0.0/16 1
168.94.0.0/16 1
109.199.116.0/24 1
172.245.20.0/22 1
210.61.0.0/16 1
154.222.47.0/24 1
82.153.0.0/17 1
178.150.3.0/24 1
201.63.0.0/17 1
120.31.128.0/21 1
185.186.248.0/22 1
193.148.74.0/24 2
107.0.0.0/14 1
116.108.104.0/21 1
157.253.0.0/16 1
183.82.64.0/20 1
65.61.208.0/20 1
103.97.169.0/24 1
162.248.248.0/21 1
87.197.0.0/16 1
31.172.80.0/20 1
151.25.0.0/16 1
186.121.238.0/23 1
202.6.16.0/20 1
151.139.20.0/23 1
196.54.59.0/24 1
24.27.0.0/17 1
154.82.25.0/24 1
199.241.136.0/21 1
95.168.192.0/19 3
206.81.0.0/20 1
104.237.128.0/21 1
72.19.56.0/21 1
66.172.96.0/19 2
23.215.10.0/24 1
203.109.82.0/24 1
172.97.8.0/21 2
129.226.62.0/23 1
200.119.110.0/24 1
37.143.12.0/23 1
182.236.96.0/20 1
192.141.215.0/24 1
185.123.98.0/24 1
178.72.128.0/18 2
177.107.70.0/24 1
96.47.64.0/20 2
5.128.0.0/16 2
23.194.100.0/22 1
47.89.192.0/19 1
49.44.204.0/22 1
107.179.85.0/24 1
217.28.128.0/21 1
185.141.206.0/23 1
163.198.4.0/24 1
217.196.18.0/24 1
218.90.0.0/16 1
172.83.208.0/21 1
190.52.128.0/21 1
117.215.128.0/20 1
95.79.88.0/22 1
23.66.128.0/20 1
199.250.205.0/24 2
142.234.144.0/22 1
172.106.255.0/24 1
173.208.40.0/21 1
207.154.240.0/20 3
93.91.240.0/22 1
64.58.0.0/20 1
151.177.219.0/24 1
91.109.2.0/24 1
178.128.64.0/20 1
185.50.12.0/22 1
82.221.128.0/19 1
107.179.53.0/24 1
186.124.8.0/21 1
171.234.216.0/21 1
216.125.236.0/24 1
120.199.68.0/22 1
119.157.240.0/20 1
23.10.32.0/20 1
186.183.254.0/23 1
23.94.240.0/21 1
96.127.0.0/17 1
132.145.108.0/22 1
104.77.105.0/24 1
39.134.104.0/21 1
216.41.70.0/24 2
93.149.224.0/19 1
135.26.0.0/18 2
186.4.160.0/19 1
209.194.208.0/24 1
37.235.16.0/21 1
182.254.130.0/23 1
180.253.248.0/21 1
121.64.0.0/14 1
202.39.128.0/17 1
37.210.144.0/20 1
59.153.160.0/22 2
58.182.116.0/22 1
212.1.211.0/24 1
189.175.200.0/21 1
54.239.132.0/24 1
23.5.128.0/20 3
150.164.0.0/16 1
162.251.105.0/24 1
173.20.100.0/22 1
24.148.96.0/19 1
170.83.80.0/22 1
201.108.232.0/21 1
89.174.0.0/16 1
5.11.128.0/17 2
23.215.16.0/20 3
23.32.148.0/22 1
79.178.218.0/24 1
187.210.166.0/23 1
210.59.128.0/17 2
103.57.228.0/22 1
173.84.0.0/14 1
192.12.55.0/24 1
5.252.35.0/24 1
153.121.32.0/19 1
69.50.144.0/20 1
123.22.192.0/19 1
107.172.194.0/24 1
185.236.85.0/24 1
103.45.99.0/24 1
67.79.0.0/17 1
185.72.240.0/24 1
23.58.128.0/20 3
23.48.208.0/22 1
69.28.32.0/20 1
210.225.0.0/16 3
114.29.192.0/19 1
45.161.96.0/23 1
199.67.248.0/22 1
102.129.132.0/24 1
172.217.20.0/24 1
190.150.219.0/24 1
66.55.69.0/24 1
196.247.24.0/24 1
78.109.80.0/20 1
64.187.224.0/22 1
128.52.0.0/16 1
62.60.200.0/21 1
115.74.48.0/21 1
92.16.0.0/15 2
107.167.56.0/21 1
31.211.0.0/17 1
23.77.192.0/23 1
103.38.40.0/22 1
217.61.16.0/21 1
186.101.224.0/19 1
162.27.162.0/24 1
143.47.192.0/18 2
96.9.96.0/22 1
106.52.240.0/20 1
64.211.220.0/23 1
188.240.2.0/23 1
52.85.184.0/22 1
103.215.126.0/24 1
151.248.120.0/24 1
45.76.152.0/21 1
143.204.240.0/21 1
213.180.192.0/19 1
192.230.70.0/24 1
176.98.209.0/24 1
103.75.36.0/22 1
104.116.80.0/20 1
185.68.16.0/22 1
14.142.139.0/24 1
170.231.115.0/24 1
23.49.68.0/22 1
190.186.240.0/20 1
103.255.129.0/24 1
205.244.233.0/24 1
180.243.155.0/24 1
172.94.30.0/24 2
77.75.96.0/21 1
154.94.213.0/24 1
195.88.34.0/23 1
138.68.116.0/22 1
102.69.171.0/24 1
85.111.44.0/24 1
174.136.24.0/21 2
152.195.37.0/24 1
169.239.182.0/24 1
41.60.16.0/21 1
172.106.160.0/22 1
196.196.242.0/24 1
104.104.130.0/23 2
217.31.0.0/20 1
45.76.160.0/22 1
193.247.0.0/19 1
84.106.0.0/15 1
110.164.0.0/17 3
114.31.80.0/20 1
145.131.64.0/18 1
68.169.56.0/22 1
23.58.148.0/22 1
14.187.112.0/20 1
125.165.144.0/21 1
180.244.72.0/21 1
217.97.0.0/16 1
113.12.80.0/22 1
167.99.96.0/20 2
79.133.50.0/24 1
66.51.144.0/20 1
23.58.96.0/20 2
149.154.152.0/24 1
80.169.0.0/16 2
75.140.56.0/21 1
84.206.0.0/16 1
206.128.64.0/24 1
134.119.172.0/24 1
104.114.80.0/20 1
200.35.32.0/19 1
103.7.177.0/24 1
120.57.112.0/20 1
164.215.32.0/21 1
94.79.0.0/18 1
123.207.234.0/23 1
36.74.24.0/21 2
23.204.128.0/22 1
36.76.80.0/20 3
209.165.128.0/18 1
126.228.0.0/16 2
103.227.156.0/23 1
198.76.0.0/14 2
104.168.32.0/19 2
216.226.196.0/23 1
194.69.200.0/22 3
132.232.208.0/20 1
192.56.25.0/24 1
187.147.120.0/22 1
69.27.100.0/24 1
156.236.212.0/24 1
83.171.248.0/22 1
62.77.224.0/20 1
37.34.224.0/20 1
80.15.192.0/19 1
67.20.224.0/20 1
111.67.192.0/20 2
170.247.203.0/24 1
103.117.12.0/24 2
203.179.224.0/20 1
207.115.64.0/19 1
89.221.176.0/20 1
46.45.147.0/24 1
172.241.196.0/22 1
194.116.72.0/23 1
104.18.128.0/20 2
206.75.0.0/16 1
67.210.116.0/22 1
187.50.0.0/16 2
221.237.0.0/16 1
89.253.144.0/21 1
154.222.172.0/24 2
125.209.250.0/24 1
61.7.128.0/24 1
190.145.160.0/19 2
185.12.176.0/22 1
208.110.128.0/19 1
218.255.128.0/19 1
216.239.132.0/22 1
164.100.133.0/24 1
94.244.0.0/18 1
98.143.112.0/20 1
80.209.224.0/20 2
200.104.192.0/20 1
23.55.216.0/22 1
68.69.240.0/20 1
37.221.192.0/21 1
195.63.0.0/16 1
185.215.220.0/22 1
178.23.56.0/21 1
96.35.128.0/19 1
23.201.176.0/20 2
83.98.224.0/19 1
166.131.0.0/16 1
187.131.184.0/21 1
206.190.64.0/19 1
106.12.118.0/23 2
142.91.128.0/21 2
177.42.224.0/20 1
37.191.128.0/17 1
41.210.192.0/18 1
180.247.176.0/21 1
23.12.152.0/22 1
89.38.96.0/22 1
64.32.64.0/18 2
141.6.0.0/16 1
85.147.0.0/17 1
202.83.192.0/19 1
52.83.64.0/18 1
206.123.215.0/24 1
87.123.112.0/20 1
153.13.0.0/16 1
69.41.160.0/19 2
49.206.96.0/20 2
115.96.16.0/21 1
23.254.64.0/21 1
185.228.44.0/23 1
23.215.220.0/23 1
151.22.0.0/16 1
181.193.0.0/16 1
80.82.65.0/24 1
95.0.128.0/17 1
122.102.27.0/24 1
107.190.0.0/17 1
31.29.96.0/19 1
115.72.16.0/21 1
185.6.102.0/24 1
78.4.0.0/16 1
190.216.102.0/24 1
125.162.16.0/21 2
68.169.64.0/19 1
190.233.64.0/20 1
184.25.196.0/22 1
154.0.0.0/20 1
104.144.32.0/23 1
143.204.186.0/23 1
107.154.70.0/24 1
181.58.152.0/22 2
45.252.248.0/22 1
162.255.116.0/24 1
23.60.176.0/20 1
202.119.0.0/16 1
146.155.75.0/24 1
125.161.42.0/23 1
27.124.36.0/22 1
217.69.32.0/20 1
174.140.186.0/24 1
185.58.174.0/24 1
186.80.128.0/22 1
195.189.198.0/24 1
88.221.120.0/22 1
123.194.24.0/21 1
180.244.48.0/22 1
109.88.160.0/20 1
163.198.66.0/24 1
173.230.232.0/23 1
72.190.0.0/15 2
62.133.64.0/19 1
45.60.163.0/24 1
23.73.208.0/20 1
104.83.202.0/23 1
91.231.180.0/22 1
162.218.112.0/24 1
125.166.72.0/21 1
126.202.0.0/16 1
36.78.0.0/20 2
185.42.173.0/24 1
181.58.88.0/22 1
45.61.184.0/21 2
132.255.88.0/22 1
154.218.8.0/21 3
192.69.82.0/24 1
99.140.0.0/16 1
180.243.120.0/21 2
138.68.0.0/20 3
139.199.250.0/23 1
36.232.0.0/16 1
157.52.227.0/24 1
178.238.234.0/23 2
69.47.0.0/16 1
13.225.176.0/21 2
109.234.200.0/21 1
80.248.224.0/20 2
116.193.161.0/24 1
46.33.44.0/22 1
198.144.31.0/24 1
67.98.187.0/24 1
205.250.0.0/16 1
186.183.0.0/21 1
77.244.176.0/20 1
46.51.128.0/18 1
104.115.40.0/22 1
195.177.92.0/22 1
137.59.232.0/22 1
163.53.88.0/21 1
174.79.32.0/19 1
177.36.46.0/24 1
185.113.141.0/24 1
212.93.100.0/22 1
110.138.128.0/21 2
103.207.112.0/22 1
170.61.96.0/22 1
66.169.64.0/19 1
141.35.0.0/16 1
220.69.161.0/24 1
185.47.29.0/24 2
172.217.16.0/24 1
208.75.32.0/21 1
77.68.128.0/17 1
111.29.0.0/16 1
195.202.80.0/22 1
85.185.216.0/21 1
157.122.216.0/22 1
185.153.204.0/22 1
184.87.32.0/20 1
17.135.0.0/16 1
218.103.192.0/18 1
36.99.0.0/16 1
91.93.192.0/22 1
23.111.176.0/21 1
156.232.192.0/19 2
92.55.96.0/19 1
37.61.200.0/21 2
23.59.16.0/22 1
190.15.245.0/24 1
23.212.8.0/22 1
203.99.111.0/24 1
177.222.224.0/24 1
46.45.159.0/24 1
195.76.0.0/16 1
185.201.244.0/22 2
104.83.0.0/22 1
80.12.215.0/24 1
207.104.0.0/15 1
66.250.216.0/24 1
199.254.165.0/24 1
103.9.103.0/24 1
72.28.162.0/24 1
117.78.32.0/21 1
191.97.53.0/24 1
107.172.212.0/22 1
200.233.192.0/18 1
184.106.32.0/20 1
54.192.172.0/22 1
83.38.0.0/16 1
104.119.36.0/22 1
103.105.153.0/24 1
96.6.12.0/22 1
223.75.0.0/16 2
204.225.248.0/24 1
165.212.240.0/24 1
166.249.0.0/16 1
196.43.231.0/24 1
69.90.184.0/21 1
94.16.112.0/21 1
37.156.172.0/24 1
222.165.223.0/24 1
203.195.146.0/23 1
23.195.64.0/22 1
171.240.24.0/21 1
118.107.2.0/24 1
67.96.104.0/24 1
104.71.224.0/21 2
186.192.30.0/24 1
23.57.120.0/22 1
54.230.128.0/22 1
23.32.248.0/24 1
205.178.128.0/18 1
194.27.104.0/21 1
65.61.64.0/19 1
23.62.226.0/24 1
154.222.157.0/24 1
162.253.224.0/22 1
46.17.184.0/21 2
208.73.164.0/22 2
45.63.24.0/21 2
103.251.214.0/24 1
65.182.192.0/19 1
142.234.176.0/22 1
132.148.56.0/21 2
180.150.8.0/22 1
23.42.112.0/20 1
61.94.176.0/22 1
212.80.207.0/24 1
124.121.128.0/18 1
2.18.30.0/23 1
23.72.40.0/22 1
143.52.0.0/15 1
106.184.64.0/18 1
23.61.246.0/24 1
193.84.67.0/24 1
118.96.156.0/22 1
14.128.46.0/24 1
64.135.128.0/20 1
213.138.224.0/19 1
104.118.28.0/22 1
202.224.32.0/19 2
125.163.112.0/22 1
144.168.128.0/22 1
196.89.40.0/21 1
51.148.0.0/16 2
173.222.144.0/22 1
2.21.168.0/22 2
70.136.0.0/13 1
104.115.64.0/20 1
103.99.124.0/22 1
104.117.188.0/22 1
157.147.0.0/16 1
87.233.0.0/18 1
81.252.0.0/16 1
43.255.39.0/24 1
185.34.80.0/22 1
104.160.27.0/24 1
88.255.0.0/18 1
2.21.48.0/20 2
141.98.134.0/24 1
185.173.120.0/22 2
75.76.32.0/21 1
104.196.96.0/19 1
59.97.240.0/20 1
103.56.60.0/22 2
162.247.63.0/24 1
97.74.152.0/22 2
156.236.206.0/24 1
96.28.0.0/15 1
93.184.248.0/21 1
193.200.73.0/24 1
213.99.0.0/16 2
88.118.128.0/18 1
188.125.166.0/24 1
64.40.228.0/23 1
85.143.160.0/21 1
100.1.0.0/16 2
208.80.236.0/22 1
45.32.192.0/20 1
209.99.164.0/22 2
80.37.0.0/16 1
67.50.0.0/15 1
123.103.80.0/20 1
104.78.32.0/19 2
198.46.94.0/23 1
116.101.232.0/21 1
62.244.0.0/18 1
104.76.64.0/20 4
23.51.96.0/20 3
46.36.221.0/24 1
205.134.238.0/23 1
134.130.0.0/16 1
185.254.31.0/24 1
111.68.10.0/24 1
203.150.149.0/24 1
185.251.37.0/24 1
63.249.64.0/20 1
189.235.192.0/21 1
45.61.160.0/20 3
188.225.63.0/24 1
213.251.224.0/20 1
203.249.0.0/19 2
104.17.48.0/20 2
220.255.32.0/19 1
203.190.147.0/24 1
84.28.0.0/14 1
206.189.112.0/20 1
95.169.212.0/24 1
54.184.0.0/15 1
185.213.140.0/22 1
118.96.32.0/22 1
119.42.56.0/24 1
184.51.64.0/22 1
71.174.0.0/16 1
176.53.63.0/24 1
194.68.170.0/24 1
199.74.0.0/21 4
103.238.102.0/24 1
103.125.144.0/24 1
188.16.0.0/18 1
172.224.176.0/20 1
213.144.64.0/19 1
187.139.112.0/20 1
216.130.224.0/20 2
138.97.200.0/24 1
193.227.182.0/24 1
213.232.125.0/24 1
13.225.204.0/22 2
